,id,Node_1,Node_2,is_atDRearOf,is_atSRearOf,is_inDFrontOf,is_inSFrontOf,is_isIn,is_toLeftOf,is_toRightOf,near_level,lane_id_diff,lane_id,lane_id_Node_2,Name,velocity_diff,abs_distance,abs_distance_level,equal_frequency_velocity_diff,equal_frequency_distance_difff
10328,"(18, 17792063)",car_5592,ego car,0,1,0,0,0,1,0,3,1.0,-1.0,-2.0,car_5592,13,7.211102550927978,3,5,1
10329,"(18, 17792064)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,13,6.4031242374328485,2,5,1
10330,"(18, 17792065)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,12,6.708203932499369,3,5,1
10331,"(18, 17792066)",car_5592,ego car,0,1,0,0,0,1,0,3,1.0,-1.0,-2.0,car_5592,10,7.615773105863909,3,5,1
10332,"(18, 17792067)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,8,6.708203932499369,3,5,1
10333,"(18, 17792068)",car_5592,ego car,0,1,0,0,0,1,0,3,1.0,-1.0,-2.0,car_5592,7,7.615773105863909,3,4,1
10334,"(18, 17792069)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,6,6.708203932499369,3,4,1
10335,"(18, 17792070)",car_5592,ego car,0,1,0,0,0,1,0,3,1.0,-1.0,-2.0,car_5592,4,7.615773105863909,3,4,1
10336,"(18, 17792071)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,2,6.708203932499369,3,4,1
10337,"(18, 17792072)",car_5592,ego car,0,1,0,0,0,1,0,3,1.0,-1.0,-2.0,car_5592,0,7.615773105863909,3,4,1
10338,"(18, 17792073)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-1,6.708203932499369,3,3,1
10339,"(18, 17792074)",car_5592,ego car,0,1,0,0,0,1,0,3,1.0,-1.0,-2.0,car_5592,-2,7.615773105863909,3,3,1
10340,"(18, 17792075)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-3,6.708203932499369,3,3,1
10341,"(18, 17792076)",car_5592,ego car,0,1,0,0,0,1,0,3,1.0,-1.0,-2.0,car_5592,-5,7.615773105863909,3,3,1
10342,"(18, 17792077)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-6,6.708203932499369,3,3,1
10343,"(18, 17792078)",car_5592,ego car,0,1,0,0,0,1,0,3,1.0,-1.0,-2.0,car_5592,-7,7.615773105863909,3,3,1
10344,"(18, 17792079)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-8,6.708203932499369,3,3,1
10345,"(18, 17792080)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,6.708203932499369,3,2,1
10346,"(18, 17792081)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,6.708203932499369,3,2,1
10347,"(18, 17792082)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,6.708203932499369,3,2,1
10348,"(18, 17792083)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,5.830951894845301,2,2,1
10349,"(18, 17792084)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,6.708203932499369,3,2,1
10350,"(18, 17792085)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,5.830951894845301,2,2,1
10351,"(18, 17792086)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,5.830951894845301,2,2,1
10352,"(18, 17792087)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,5.830951894845301,2,2,1
10353,"(18, 17792088)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,5.830951894845301,2,2,1
10354,"(18, 17792089)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,5.0,2,2,1
10355,"(18, 17792090)",car_5592,ego car,0,1,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,5.830951894845301,2,2,1
10356,"(18, 17792091)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,5.0,2,2,1
10357,"(18, 17792092)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,5.0,2,2,1
10358,"(18, 17792093)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,5.0,2,2,1
10359,"(18, 17792094)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,5.0,2,2,1
10360,"(18, 17792095)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,5.0,2,2,1
10361,"(18, 17792096)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-11,5.0,2,2,1
10362,"(18, 17792097)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-11,5.0,2,2,1
10363,"(18, 17792098)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-11,5.0,2,2,1
10364,"(18, 17792099)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,5.0,2,2,1
10365,"(18, 17792100)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,4.242640687119285,1,2,1
10366,"(18, 17792101)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,5.656854249492381,2,2,1
10367,"(18, 17792102)",car_5399,ego car,0,0,0,1,0,0,0,1,0.0,-2.0,-2.0,car_5399,-3,25.0,11,3,5
10368,"(18, 17792102)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-10,5.0,2,2,1
10369,"(18, 17792103)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,4.242640687119285,1,2,1
10370,"(18, 17792104)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,4.242640687119285,1,2,1
10371,"(18, 17792105)",car_5592,ego car,1,0,0,0,0,1,0,4,1.0,-1.0,-2.0,car_5592,-9,4.242640687119285,1,2,1
10372,"(18, 17792106)",car_5592,ego car,1,0,0,0,0,1,0,5,1.0,-1.0,-2.0,car_5592,-7,3.605551275463989,1,3,1
10373,"(180, 14408217)",car_2432,ego car,0,1,0,0,0,1,0,2,10.0,4.0,-6.0,car_2432,-24,13.601470508735444,6,1,3
10374,"(180, 14408217)",car_2449,ego car,0,1,0,0,0,1,0,1,11.0,5.0,-6.0,car_2449,-39,16.76305461424021,7,1,4
10375,"(180, 14408219)",car_2432,ego car,0,1,0,0,0,1,0,2,10.0,4.0,-6.0,car_2432,-24,14.422205101855956,6,1,3
10376,"(180, 14408219)",car_2449,ego car,0,1,0,0,0,1,0,1,11.0,5.0,-6.0,car_2449,-38,16.76305461424021,7,1,4
10377,"(180, 14408220)",car_2432,ego car,0,1,0,0,0,1,0,2,10.0,4.0,-6.0,car_2432,-24,13.601470508735444,6,1,3
10378,"(180, 14408220)",car_2449,ego car,0,1,0,0,0,1,0,1,11.0,5.0,-6.0,car_2449,-38,16.76305461424021,7,1,4
10379,"(180, 14408221)",car_2432,ego car,0,1,0,0,0,1,0,2,10.0,4.0,-6.0,car_2432,-23,13.601470508735444,6,1,3
10380,"(180, 14408221)",car_2449,ego car,0,1,0,0,0,1,0,2,11.0,5.0,-6.0,car_2449,-38,15.811388300841896,7,1,3
10381,"(180, 14408222)",car_2432,ego car,0,1,0,0,0,1,0,2,10.0,4.0,-6.0,car_2432,-23,12.806248474865695,5,1,3
10382,"(180, 14408222)",car_2449,ego car,0,1,0,0,0,1,0,2,11.0,5.0,-6.0,car_2449,-38,14.866068747318506,6,1,3
10383,"(180, 14408223)",car_2432,ego car,0,1,0,0,0,1,0,2,10.0,4.0,-6.0,car_2432,-23,12.806248474865695,5,1,3
10384,"(180, 14408223)",car_2449,ego car,0,1,0,0,0,1,0,2,11.0,5.0,-6.0,car_2449,-37,14.866068747318506,6,1,3
10385,"(180, 14408224)",car_2432,ego car,0,1,0,0,0,1,0,2,10.0,4.0,-6.0,car_2432,-23,11.40175425099138,5,1,2
10386,"(180, 14408224)",car_2449,ego car,0,1,0,0,0,1,0,2,11.0,5.0,-6.0,car_2449,-37,13.601470508735444,6,1,3
10387,"(180, 14408225)",car_2432,ego car,0,1,0,0,0,1,0,2,10.0,4.0,-6.0,car_2432,-23,11.40175425099138,5,1,2
10388,"(180, 14408225)",car_2449,ego car,0,1,0,0,0,1,0,2,11.0,5.0,-6.0,car_2449,-37,12.649110640673518,5,1,3
10389,"(180, 14408226)",car_2432,ego car,0,1,0,0,0,1,0,2,10.0,4.0,-6.0,car_2432,-22,11.40175425099138,5,2,2
10390,"(180, 14408226)",car_2449,ego car,0,1,0,0,0,1,0,2,11.0,5.0,-6.0,car_2449,-37,13.601470508735444,6,1,3
10391,"(180, 14408227)",car_2432,ego car,0,1,0,0,0,1,0,2,10.0,4.0,-6.0,car_2432,-22,11.40175425099138,5,2,2
10392,"(180, 14408227)",car_2449,ego car,0,1,0,0,0,1,0,2,11.0,5.0,-6.0,car_2449,-36,12.649110640673518,5,1,3
10393,"(180, 14408228)",car_2432,ego car,0,1,0,0,0,1,0,2,-2.0,4.0,6.0,car_2432,-22,10.63014581273465,4,2,2
10394,"(180, 14408228)",car_2449,ego car,0,1,0,0,0,1,0,2,-1.0,5.0,6.0,car_2449,-36,11.704699910719626,5,1,2
10395,"(180, 14408229)",car_2432,ego car,0,1,0,0,0,1,0,2,-2.0,4.0,6.0,car_2432,-22,10.63014581273465,4,2,2
10396,"(180, 14408229)",car_2449,ego car,0,1,0,0,0,1,0,2,-1.0,5.0,6.0,car_2449,-36,11.704699910719626,5,1,2
10397,"(180, 14408230)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-22,9.899494936611664,4,2,2
10398,"(180, 14408230)",car_2449,ego car,0,1,0,0,0,1,0,2,-1.0,5.0,6.0,car_2449,-36,10.770329614269007,4,1,2
10399,"(180, 14408231)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-21,9.899494936611664,4,2,2
10400,"(180, 14408231)",car_2449,ego car,0,1,0,0,0,1,0,2,-1.0,5.0,6.0,car_2449,-36,10.770329614269007,4,1,2
10401,"(180, 14408232)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-21,9.899494936611664,4,2,2
10402,"(180, 14408232)",car_2449,ego car,0,1,0,0,0,1,0,3,-1.0,5.0,6.0,car_2449,-36,9.848857801796104,4,1,2
10403,"(180, 14408233)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-21,9.899494936611664,4,2,2
10404,"(180, 14408233)",car_2449,ego car,0,1,0,0,0,1,0,3,-1.0,5.0,6.0,car_2449,-36,9.848857801796104,4,1,2
10405,"(180, 14408234)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-21,9.219544457292889,4,2,2
10406,"(180, 14408234)",car_2449,ego car,0,1,0,0,0,1,0,3,-1.0,5.0,6.0,car_2449,-36,9.486832980505138,4,1,2
10407,"(180, 14408235)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-21,8.48528137423857,3,2,2
10408,"(180, 14408235)",car_2449,ego car,0,1,0,0,0,1,0,3,-1.0,5.0,6.0,car_2449,-36,8.54400374531753,3,1,2
10409,"(180, 14408236)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-20,8.48528137423857,3,2,2
10410,"(180, 14408236)",car_2449,ego car,0,1,0,0,0,1,0,3,-1.0,5.0,6.0,car_2449,-36,7.615773105863909,3,1,1
10411,"(180, 14408237)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-21,7.810249675906654,3,2,1
10412,"(180, 14408237)",car_2449,ego car,0,1,0,0,0,1,0,3,-1.0,5.0,6.0,car_2449,-37,7.615773105863909,3,1,1
10413,"(180, 14408238)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-21,7.810249675906654,3,2,1
10414,"(180, 14408238)",car_2449,ego car,0,1,0,0,0,1,0,4,-1.0,5.0,6.0,car_2449,-37,6.708203932499369,3,1,1
10415,"(180, 14408239)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-21,8.48528137423857,3,2,2
10416,"(180, 14408239)",car_2449,ego car,0,1,0,0,0,1,0,4,-1.0,5.0,6.0,car_2449,-37,6.708203932499369,3,1,1
10417,"(180, 14408240)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-22,7.810249675906654,3,2,1
10418,"(180, 14408240)",car_2449,ego car,0,1,0,0,0,1,0,4,-1.0,5.0,6.0,car_2449,-38,6.708203932499369,3,1,1
10419,"(180, 14408241)",car_2432,ego car,0,1,0,0,0,1,0,3,-2.0,4.0,6.0,car_2432,-22,7.071067811865476,3,2,1
10420,"(180, 14408241)",car_2449,ego car,0,1,0,0,0,1,0,4,-1.0,5.0,6.0,car_2449,-38,5.385164807134504,2,1,1
10421,"(182, 14408502)",car_2482,ego car,0,0,1,1,0,0,1,3,-2.0,-4.0,-2.0,car_2482,-34,8.48528137423857,3,1,2
10422,"(182, 14408504)",car_2482,ego car,0,0,1,0,0,0,1,3,-2.0,-4.0,-2.0,car_2482,-33,7.810249675906654,3,1,1
10423,"(182, 14408505)",car_2482,ego car,0,0,1,0,0,0,1,3,-2.0,-4.0,-2.0,car_2482,-33,7.810249675906654,3,1,1
10424,"(182, 14408506)",car_2482,ego car,0,0,1,0,0,0,1,3,-2.0,-4.0,-2.0,car_2482,-33,7.211102550927978,3,1,1
10425,"(182, 14408507)",car_2482,ego car,0,0,1,0,0,0,1,3,-2.0,-4.0,-2.0,car_2482,-33,7.211102550927978,3,1,1
10426,"(182, 14408508)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-33,6.708203932499369,3,1,1
10427,"(182, 14408509)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-33,6.708203932499369,3,1,1
10428,"(182, 14408510)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-33,6.324555320336759,2,1,1
10429,"(182, 14408511)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-33,6.324555320336759,2,1,1
10430,"(182, 14408512)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-34,6.082762530298219,2,1,1
10431,"(182, 14408513)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-34,6.082762530298219,2,1,1
10432,"(182, 14408514)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-35,6.0,2,1,1
10433,"(182, 14408515)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-35,6.0,2,1,1
10434,"(182, 14408516)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-36,6.082762530298219,2,1,1
10435,"(182, 14408517)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-36,6.082762530298219,2,1,1
10436,"(182, 14408518)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-37,6.324555320336759,2,1,1
10437,"(182, 14408519)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-37,6.324555320336759,2,1,1
10438,"(182, 14408520)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-38,6.708203932499369,3,1,1
10439,"(182, 14408521)",car_2482,ego car,0,0,1,0,0,0,1,4,-2.0,-4.0,-2.0,car_2482,-38,6.708203932499369,3,1,1
10440,"(182, 14408522)",car_2482,ego car,0,0,1,0,0,0,1,3,-2.0,-4.0,-2.0,car_2482,-39,7.211102550927978,3,1,1
10441,"(182, 14408523)",car_2482,ego car,0,0,1,0,0,0,1,3,-2.0,-4.0,-2.0,car_2482,-39,7.211102550927978,3,1,1
10442,"(182, 14408524)",car_2482,ego car,0,0,1,0,0,0,1,3,-2.0,-4.0,-2.0,car_2482,-40,7.810249675906654,3,1,1
10443,"(182, 14408525)",car_2482,ego car,0,0,1,0,0,0,1,3,-2.0,-4.0,-2.0,car_2482,-40,7.810249675906654,3,1,1
10444,"(184, 14408838)",car_2414,ego car,0,0,0,1,0,0,1,4,1.0,6.0,5.0,car_2414,-21,6.708203932499369,3,2,1
10445,"(184, 14408840)",car_2414,ego car,0,0,0,1,0,0,1,3,1.0,6.0,5.0,car_2414,-21,7.615773105863909,3,2,1
10446,"(184, 14408841)",car_2414,ego car,0,0,0,1,0,0,1,3,1.0,6.0,5.0,car_2414,-21,7.615773105863909,3,2,1
10447,"(184, 14408842)",car_2414,ego car,0,0,0,1,0,0,1,3,1.0,6.0,5.0,car_2414,-21,8.54400374531753,3,2,2
10448,"(184, 14408843)",car_2414,ego car,0,0,0,1,0,0,1,3,1.0,6.0,5.0,car_2414,-21,8.54400374531753,3,2,2
10449,"(184, 14408844)",car_2414,ego car,0,0,0,1,0,0,1,3,1.0,6.0,5.0,car_2414,-21,8.54400374531753,3,2,2
10450,"(184, 14408845)",car_2414,ego car,0,0,0,1,0,0,1,3,1.0,6.0,5.0,car_2414,-21,8.54400374531753,3,2,2
10451,"(184, 14408846)",car_2414,ego car,0,0,0,1,0,0,1,3,1.0,6.0,5.0,car_2414,-21,9.486832980505138,4,2,2
10452,"(184, 14408847)",car_2414,ego car,0,0,0,1,0,0,1,3,1.0,6.0,5.0,car_2414,-21,9.486832980505138,4,2,2
10453,"(184, 14408848)",car_2414,ego car,0,0,0,1,0,0,1,3,1.0,6.0,5.0,car_2414,-21,9.486832980505138,4,2,2
10454,"(184, 14408849)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-21,10.770329614269007,4,2,2
10455,"(184, 14408850)",car_2414,ego car,0,0,0,1,0,0,1,3,1.0,6.0,5.0,car_2414,-21,9.848857801796104,4,2,2
10456,"(184, 14408851)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-21,10.770329614269007,4,2,2
10457,"(184, 14408852)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-21,10.770329614269007,4,2,2
10458,"(184, 14408853)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-21,11.704699910719626,5,2,2
10459,"(184, 14408854)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-21,11.704699910719626,5,2,2
10460,"(184, 14408855)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-22,11.704699910719626,5,2,2
10461,"(184, 14408856)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-23,12.649110640673518,5,1,3
10462,"(184, 14408857)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-23,11.704699910719626,5,1,2
10463,"(184, 14408858)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-24,12.68857754044952,5,1,3
10464,"(184, 14408859)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-24,12.68857754044952,5,1,3
10465,"(184, 14408860)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-25,14.352700094407323,6,1,3
10466,"(184, 14408861)",car_2414,ego car,0,0,0,1,0,0,1,2,1.0,6.0,5.0,car_2414,-25,14.352700094407323,6,1,3
10467,"(184, 14408862)",car_2414,ego car,0,0,0,1,0,0,1,2,2.0,6.0,4.0,car_2414,-26,14.352700094407323,6,1,3
10468,"(184, 14408863)",car_2414,ego car,0,0,0,1,0,0,1,2,2.0,6.0,4.0,car_2414,-27,15.264337522473747,6,1,3
10469,"(184, 14408864)",car_2414,ego car,0,0,0,1,0,0,1,2,2.0,6.0,4.0,car_2414,-27,15.264337522473747,6,1,3
10470,"(184, 14408865)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-28,16.186414056238647,7,1,3
10471,"(184, 14408866)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-29,16.186414056238647,7,1,3
10472,"(184, 14408867)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-29,17.11724276862369,7,1,4
10473,"(184, 14408868)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-30,17.4928556845359,7,1,4
10474,"(184, 14408869)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-30,17.4928556845359,7,1,4
10475,"(184, 14408870)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-31,18.411952639521967,8,1,4
10476,"(184, 14408871)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-31,18.411952639521967,8,1,4
10477,"(184, 14408872)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-32,19.33907960581372,8,1,4
10478,"(184, 14408873)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-32,19.33907960581372,8,1,4
10479,"(184, 14408874)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-33,20.27313493271329,8,1,4
10480,"(184, 14408875)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-33,20.27313493271329,8,1,4
10481,"(184, 14408876)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-34,21.213203435596427,9,1,5
10482,"(184, 14408877)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-34,21.213203435596427,9,1,5
10483,"(184, 14408878)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-34,21.18962010041709,9,1,5
10484,"(184, 14408879)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-35,22.13594362117865,9,1,5
10485,"(184, 14408880)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-35,22.13594362117865,9,1,5
10486,"(184, 14408881)",car_2414,ego car,0,0,0,1,0,0,1,1,2.0,6.0,4.0,car_2414,-36,23.108440016582687,10,1,5
10487,"(185, 14408982)",car_2401,ego car,0,0,0,1,0,0,1,4,-1.0,-3.0,-2.0,car_2401,0,5.0,2,4,1
10488,"(185, 14408982)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-29,20.42057785666214,9,1,4
10489,"(185, 14408984)",car_2401,ego car,0,0,1,0,0,0,1,4,-1.0,-3.0,-2.0,car_2401,0,4.242640687119285,1,4,1
10490,"(185, 14408984)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-28,20.42057785666214,9,1,4
10491,"(185, 14408985)",car_2401,ego car,0,0,0,1,0,0,1,4,-1.0,-3.0,-2.0,car_2401,0,4.242640687119285,1,4,1
10492,"(185, 14408985)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-28,21.40093455903269,9,1,5
10493,"(185, 14408985)",car_2478,ego car,0,0,0,1,0,0,0,1,0.0,-2.0,-2.0,car_2478,-12,24.020824298928627,10,2,5
10494,"(185, 14408986)",car_2401,ego car,0,0,0,1,0,0,1,4,-1.0,-3.0,-2.0,car_2401,0,4.242640687119285,1,4,1
10495,"(185, 14408986)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-27,21.40093455903269,9,1,5
10496,"(185, 14408987)",car_2401,ego car,0,0,1,0,0,0,1,4,-1.0,-3.0,-2.0,car_2401,1,4.242640687119285,1,4,1
10497,"(185, 14408987)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-26,21.40093455903269,9,1,5
10498,"(185, 14408987)",car_2478,ego car,0,1,0,0,0,0,0,1,0.0,-2.0,-2.0,car_2478,-16,24.020824298928627,10,2,5
10499,"(185, 14408988)",car_2401,ego car,0,0,1,0,0,0,1,4,-1.0,-3.0,-2.0,car_2401,1,4.242640687119285,1,4,1
10500,"(185, 14408988)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-26,21.40093455903269,9,1,5
10501,"(185, 14408989)",car_2401,ego car,0,0,1,0,0,0,1,4,-1.0,-3.0,-2.0,car_2401,1,4.242640687119285,1,4,1
10502,"(185, 14408989)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-25,22.38302928559939,9,1,5
10503,"(185, 14408989)",car_2478,ego car,0,1,0,0,0,0,0,1,0.0,-2.0,-2.0,car_2478,-21,24.020824298928627,10,2,5
10504,"(185, 14408990)",car_2401,ego car,0,0,1,0,0,0,1,4,-1.0,-3.0,-2.0,car_2401,1,4.242640687119285,1,4,1
10505,"(185, 14408990)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-25,23.366642891095847,10,1,5
10506,"(185, 14408990)",car_2478,ego car,0,1,0,0,0,0,0,1,0.0,-2.0,-2.0,car_2478,-23,23.021728866442675,10,1,5
10507,"(185, 14408991)",car_2401,ego car,0,0,1,0,0,0,1,4,-1.0,-3.0,-2.0,car_2401,0,4.242640687119285,1,4,1
10508,"(185, 14408991)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-26,23.366642891095847,10,1,5
10509,"(185, 14408991)",car_2478,ego car,0,1,0,0,0,0,0,1,0.0,-2.0,-2.0,car_2478,-27,23.021728866442675,10,1,5
10510,"(185, 14408992)",car_2401,ego car,0,0,1,0,0,0,1,4,-1.0,-3.0,-2.0,car_2401,0,4.242640687119285,1,4,1
10511,"(185, 14408992)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-26,23.366642891095847,10,1,5
10512,"(185, 14408992)",car_2478,ego car,0,1,0,0,0,0,0,1,0.0,-2.0,-2.0,car_2478,-30,22.02271554554524,9,1,5
10513,"(185, 14408993)",car_2401,ego car,0,0,1,0,0,0,1,4,-1.0,-3.0,-2.0,car_2401,-1,4.242640687119285,1,3,1
10514,"(185, 14408993)",car_2419,ego car,0,1,0,0,0,1,0,1,1.0,-1.0,-2.0,car_2419,-27,23.366642891095847,10,1,5
10515,"(185, 14408993)",car_2478,ego car,0,1,0,0,0,0,0,1,0.0,-2.0,-2.0,car_2478,-33,23.021728866442675,10,1,5
10516,"(185, 14408994)",car_2401,ego car,0,0,1,0,0,0,1,4,-1.0,-3.0,-2.0,car_2401,-1,4.242640687119285,1,3,1
